"date","Avg Air Temp (˚F)","Max Air Temp (˚F)","Min Air Temp (˚F)","Total Precipitation","Leaf Wethess (hrs)","Relative Humidity (hrs >= 90)","Solar Radiation (langleys)","Avg Wind Speed (mph)","Avg Soil Temp (˚F)","Avg Soil Moisture (m3/m3)"
"11/29/2024","38.8","45.3","32.4","0","14","0","120","6.8","45.8","0.3"
"11/30/2024","33.9","41","26.8","0","6","1","145","7","41.4","0.3"
"12/01/2024","30.6","36.9","24.4","0","1","0","132","6.2","38.4","0.3"
"12/02/2024","30.4","38.8","22.1","0","9","0","144","4.6","36.7","0.3"
"12/03/2024","28.7","36.9","20.5","0","10","0","129","4.9","36.4","0.3"
"12/04/2024","32.5","39.6","25.3","0.18","14","5","130","5.8","42.5","0.3"
"12/05/2024","35.9","39.2","32.5","0.22","14","10","50","9.4","42.4","0.3"
"12/06/2024","27.9","32.4","23.5","0","0","0","141","9.7","37.4","0.3"
"12/07/2024","30.9","38.3","23.5","0","3","1","132","6.5","38.6","0.3"
"12/08/2024","40.1","49.6","30.7","0.01","13","1","101","8.9","49.1","0.3"
"12/09/2024","39.5","47.8","31.1","0.36","23","13","100","7","48.5","0.3"
"12/10/2024","36.5","41.5","31.5","0.05","24","24","55","5","41.6","0.3"
"12/11/2024","48.6","61.3","36","2.19","24","23","47","10.5","56.7","0.4"
"12/12/2024","33.7","41.5","25.9","0","4","0","116","10.5","43.7","0.3"
"12/13/2024","25.1","31.8","18.3","0","2","0","133","7.4","34.7","0.3"
"12/14/2024","26.3","34.7","17.8","0","8","0","130","4.4","29.5","0.3"
"12/15/2024","25.1","34.9","15.4","0","10","0","119","2.3","33.9","0.3"
"12/16/2024","40.5","50.2","30.7","0.03","23","7","46","4.4","47.7","0.3"
"12/17/2024","49.7","59.2","40.1","0.11","13","7","105","8.9","58.9","0.3"
"12/18/2024","42.2","51.1","33.3","0.55","14","9","118","4.8","50.3","0.3"
"12/19/2024","37.2","43.7","30.7","0.03","7","6","121","6.7","45.6","0.3"
"12/20/2024","28.3","33.3","23.4","0.01","20","18","47","8.5","33.1","0.3"
"12/21/2024","20.9","28.4","13.3","0.02","9","1","94","9.8","24.9","0.3"
"12/22/2024","13.5","19.4","7.7","0","0","0","130","8.7","14.1","0.3"
"12/23/2024","15.2","25.9","4.5","0","16","0","112","4.1","23.1","0.3"
"12/24/2024","28.6","34.2","23","0","24","0","86","5.1","33.2","0.3"
"12/25/2024","27.9","32.4","23.4","0","18","0","128","4.3","33.5","0.3"
"12/26/2024","29.5","39.7","19.2","0.1","20","6","108","2.3","33.9","0.3"
"12/27/2024","29.3","41.4","17.1","0","19","6","128","3.6","37.4","0.3"
"12/28/2024","38.0","43.2","32.7","0.11","24","20","53","2.9","46.9","0.3"
"12/29/2024","47.7","55.2","40.1","0.01","24","23","55","2.7","54.3","0.3"
"12/30/2024","49.7","57.9","41.5","0.46","20","8","70","9.2","58.5","0.3"
"12/31/2024","44.7","52.9","36.5","0.07","16","4","128","5.3","52.1","0.3"
