"date","Avg Air Temp (˚F)","Max Air Temp (˚F)","Min Air Temp (˚F)","Total Precipitation","Leaf Wethess (hrs)","Relative Humidity (hrs >= 90)","Solar Radiation (langleys)","Avg Wind Speed (mph)","Avg Soil Temp (˚F)","Avg Soil Moisture (m3/m3)"
"11/29/2020","42.4","52.9","31.8","0","11","1","189","5.8","44.9","0.3"
"11/30/2020","49.0","63.1","34.9","2.15","24","23","35","13.1","46.6","0.3"
"12/01/2020","51.2","63","39.4","0.02","20","8","103","11.9","51.7","0.3"
"12/02/2020","38.8","43.9","33.8","0","22","0","134","8.9","46.6","0.3"
"12/03/2020","40.7","49.6","31.8","0","16","0","180","8.5","44.5","0.3"
"12/04/2020","50.1","59.5","40.8","0.03","17","5","147","9.4","45.1","0.3"
"12/05/2020","38.8","44.8","32.7","2","24","22","10","14.3","44.3","0.3"
"12/06/2020","31.9","36.1","27.7","0","4","0","168","13","41.4","0.3"
"12/07/2020","30.0","34.7","25.2","0","18","1","171","7.5","39.6","0.3"
"12/08/2020","26.5","30.9","22.1","0","24","0","71","9.3","38.4","0.3"
"12/09/2020","28.7","35.8","21.6","0","21","0","94","5.4","38.2","0.3"
"12/10/2020","36.3","44.6","28","0","23","4","130","6","39","0.3"
"12/11/2020","39.2","52","26.4","0","24","11","151","6.5","39","0.3"
"12/12/2020","41.0","47.3","34.7","0.38","24","24","40","3.5","40.8","0.3"
"12/13/2020","47.8","59.9","35.6","0","11","8","133","6.4","43.5","0.3"
"12/14/2020","33.7","36.3","31.1","0.08","24","16","33","5.2","41.5","0.3"
"12/15/2020","28.1","35.6","20.7","0","2","0","184","9.4","38.8","0.3"
"12/16/2020","23.1","30.2","16","0","4","4","119","9.1","36.4","0.3"
"12/17/2020","25.9","31.8","19.9","0.04","24","15","71","13.1","36.1","0.3"
"12/18/2020","23.6","30.2","17.1","0","17","0","94","6.2","37.1","0.3"
"12/19/2020","22.8","32.7","12.9","0.02","18","1","173","2.6","37.3","0.3"
"12/20/2020","30.0","37","23","0.03","24","11","56","1.7","37.7","0.3"
"12/21/2020","31.4","36.3","26.6","0.04","24","22","66","3.8","38.1","0.3"
"12/22/2020","37.3","44.8","29.8","0","8","3","143","8.9","38.3","0.3"
"12/23/2020","33.9","39.9","27.9","0","14","0","172","5.9","37.8","0.3"
"12/24/2020","44.6","58.6","30.7","0","24","15","130","9.4","38.7","0.3"
"12/25/2020","48.0","61.7","34.3","1.89","21","17","24","15.4","45.6","0.3"
"12/26/2020","29.9","34","25.7","0","0","0","162","10.8","41","0.3"
"12/27/2020","30.9","38.8","23","0","16","0","177","4.9","37.6","0.3"
"12/28/2020","38.5","50.7","26.2","0","23","1","86","7.2","37.5","0.3"
"12/29/2020","30.3","38.5","22.1","0","0","0","195","10.8","37","0.3"
"12/30/2020","31.1","43.1","19","0.01","10","0","99","9.4","35.5","0.3"
"12/31/2020","37.1","45.1","29.1","0.13","12","4","53","9.5","37.5","0.3"
