Date,Time,"Wetness (S-LWA 20759914:9895688-1), %","Solar Radiation (S-LIB 20759914:9903142-1), W/m^2","RH (S-THB 20759914:9909397-2), %","Dew Point (S-THB 20759914:9909397-3), *F","Pressure (S-BPB 20759914:10661037-1), inHg","Rain (S-RGF 20759914:20538794-1), in","Water Content (S-SMD 20759914:20538936-1), m^3/m^3","Battery (RX3000 BATTERY 20759914:20759914-B), V","Wind Speed (S-WCF 20759914:20941310-1), mph","Gust Speed (S-WCF 20759914:20941310-2), mph","Wind Direction (S-WCF 20759914:20941310-3), *","Temperature (S-THB 20759914:9909397-1), *F","Temperature (S-TMB 20759914:20160651-1), *F","Wind Speed (S-WCA 20759914:9907761-1), mph","Gust Speed (S-WCA 20759914:9907761-2), mph","Wind Direction (S-WCA 20759914:9907761-3), *","Temperature (S-THB 20759914:9909397-1), *F","Temperature (S-TMB 20759914:20160651-1), *F","Wetness (S-LWA 20759914:9895688-1), %","Solar Radiation (S-LIB 20759914:9903142-1), W/m^2","Wind Speed (S-WCA 20759914:9907761-1), mph","Gust Speed (S-WCA 20759914:9907761-2), mph","Wind Direction (S-WCA 20759914:9907761-3), *","Temperature (S-THB 20759914:9909397-1), *F","RH (S-THB 20759914:9909397-2), %","Dew Point (S-THB 20759914:9909397-3), *F","Pressure (S-BPB 20759914:10661037-1), inHg","Temperature (S-TMB 20759914:20160651-1), *F","Rain (S-RGF 20759914:20538794-1), in","Water Content (S-SMD 20759914:20538936-1), m^3/m^3","Battery (RX3000 BATTERY 20759914:20759914-B), V"
09/11/20,22:30:00,100.0,1,95.30,52.49,30.184,0.000,0.1963,4.274,,,,53.78,66.43,0.4,0.8,0,,,,,,,,,,,,,,,
09/11/20,22:35:00,100.0,1,95.00,52.79,30.187,0.000,0.1972,4.274,,,,54.17,66.39,0.0,0.8,0,,,,,,,,,,,,,,,
09/11/20,22:40:00,100.0,1,94.00,52.33,30.190,0.000,0.1976,4.274,,,,53.99,66.34,0.4,1.2,0,,,,,,,,,,,,,,,
09/11/20,22:45:00,100.0,1,94.40,52.27,30.193,0.000,0.1963,4.247,,,,53.82,66.30,0.0,1.2,0,,,,,,,,,,,,,,,
09/11/20,22:50:00,100.0,1,94.80,52.39,30.190,0.000,0.1963,4.260,,,,53.82,66.26,0.0,1.2,0,,,,,,,,,,,,,,,
09/11/20,22:55:00,100.0,1,95.10,52.26,30.187,0.000,0.1972,4.265,,,,53.60,66.22,0.0,0.4,0,,,,,,,,,,,,,,,
09/11/20,23:00:00,100.0,1,95.30,51.97,30.187,0.000,0.1976,4.266,,,,53.25,66.17,0.0,0.0,0,,,,,,,,,,,,,,,
09/11/20,23:05:00,100.0,1,95.80,52.20,30.187,0.000,0.1967,4.268,,,,53.34,66.17,0.0,0.0,0,,,,,,,,,,,,,,,
09/11/20,23:10:00,100.0,1,95.60,52.10,30.190,0.000,0.1981,4.268,,,,53.30,66.13,0.0,0.0,0,,,,,,,,,,,,,,,
09/11/20,23:15:00,100.0,1,95.50,51.85,30.184,0.000,0.1967,4.269,,,,53.08,66.09,0.0,0.0,0,,,,,,,,,,,,,,,
09/11/20,23:20:00,100.0,1,95.70,51.65,30.184,0.000,0.1972,4.269,,,,52.82,66.04,0.0,0.0,0,,,,,,,,,,,,,,,
09/11/20,23:25:00,100.0,1,96.00,52.08,30.184,0.000,0.1981,4.269,,,,53.17,66.00,0.0,0.0,0,,,,,,,,,,,,,,,
09/11/20,23:30:00,100.0,1,95.10,52.13,30.184,0.000,0.1972,4.269,,,,53.47,65.96,0.0,0.0,0,,,,,,,,,,,,,,,
09/11/20,23:35:00,100.0,1,94.40,51.58,30.184,0.000,0.1985,4.268,,,,53.12,65.92,0.0,0.0,0,,,,,,,,,,,,,,,
09/11/20,23:40:00,100.0,1,95.20,51.63,30.181,0.000,0.1972,4.269,,,,52.95,65.92,0.0,0.0,0,,,,,,,,,,,,,,,
09/11/20,23:45:00,100.0,1,94.90,52.16,30.184,0.000,0.1985,4.247,,,,53.56,65.87,0.0,0.0,0,,,,,,,,,,,,,,,
09/11/20,23:50:00,100.0,1,93.20,52.36,30.184,0.000,0.1981,4.260,,,,54.26,65.83,0.4,3.7,0,,,,,,,,,,,,,,,
09/11/20,23:55:00,100.0,1,91.60,51.89,30.187,0.000,0.1967,4.263,,,,54.26,65.83,0.4,2.5,0,,,,,,,,,,,,,,,
09/12/20,00:00:00,100.0,1,92.50,51.59,30.184,0.000,0.1981,4.265,,,,53.69,65.74,0.0,2.1,0,,,,,,,,,,,,,,,
09/12/20,00:05:00,100.0,1,92.70,51.91,30.187,0.000,0.1967,4.265,,,,53.95,65.74,0.8,2.1,0,,,,,,,,,,,,,,,
09/12/20,00:10:00,100.0,1,92.20,51.94,30.187,0.000,0.1967,4.266,,,,54.13,65.70,0.8,2.5,0,,,,,,,,,,,,,,,
09/12/20,00:15:00,100.0,1,91.90,52.06,30.190,0.000,0.1972,4.265,,,,54.34,65.66,0.4,2.1,0,,,,,,,,,,,,,,,
09/12/20,00:20:00,100.0,1,92.00,51.58,30.190,0.000,0.1963,4.265,,,,53.82,65.66,0.0,1.2,0,,,,,,,,,,,,,,,
09/12/20,00:25:00,100.0,1,93.30,51.48,30.190,0.000,0.1976,4.266,,,,53.34,65.62,0.0,2.5,0,,,,,,,,,,,,,,,
09/12/20,00:30:00,100.0,1,93.20,52.49,30.187,0.000,0.1958,4.266,,,,54.39,65.57,1.7,3.7,0,,,,,,,,,,,,,,,
09/12/20,00:35:00,100.0,1,91.80,52.34,30.190,0.000,0.1972,4.266,,,,54.65,65.53,1.2,2.9,0,,,,,,,,,,,,,,,
09/12/20,00:40:00,100.0,1,91.70,52.22,30.187,0.000,0.1972,4.265,,,,54.56,65.53,0.8,2.5,0,,,,,,,,,,,,,,,
09/12/20,00:45:00,100.0,1,92.30,51.79,30.187,0.000,0.1958,4.245,,,,53.95,65.49,0.0,0.4,0,,,,,,,,,,,,,,,
09/12/20,00:50:00,100.0,1,92.60,52.53,30.187,0.000,0.1967,4.259,,,,54.60,65.44,1.2,5.0,0,,,,,,,,,,,,,,,
09/12/20,00:55:00,100.0,1,91.70,52.35,30.187,0.000,0.1967,4.260,,,,54.69,65.40,1.2,2.9,0,,,,,,,,,,,,,,,
09/12/20,01:00:00,100.0,1,91.30,52.49,30.190,0.000,0.1954,4.260,,,,54.95,65.40,1.2,2.9,0,,,,,,,,,,,,,,,
09/12/20,01:05:00,100.0,1,91.20,52.46,30.190,0.000,0.1948,4.262,,,,54.95,65.36,1.7,4.6,0,,,,,,,,,,,,,,,
09/12/20,01:10:00,100.0,1,91.30,52.75,30.193,0.000,0.1963,4.263,,,,55.21,65.36,2.5,5.4,0,,,,,,,,,,,,,,,
09/12/20,01:15:00,100.0,1,91.00,52.44,30.196,0.000,0.1948,4.263,,,,54.99,65.32,2.1,4.2,0,,,,,,,,,,,,,,,
09/12/20,01:20:00,100.0,1,91.00,52.61,30.196,0.000,0.1948,4.263,,,,55.17,65.27,2.1,5.4,0,,,,,,,,,,,,,,,
09/12/20,01:25:00,100.0,1,90.70,52.74,30.190,0.000,0.1958,4.263,,,,55.39,65.23,2.5,5.0,0,,,,,,,,,,,,,,,
09/12/20,01:30:00,100.0,1,89.90,52.54,30.190,0.000,0.1945,4.263,,,,55.43,65.23,3.3,6.2,0,,,,,,,,,,,,,,,
09/12/20,01:35:00,100.0,1,89.70,52.65,30.193,0.000,0.1958,4.263,,,,55.60,65.19,3.3,6.6,0,,,,,,,,,,,,,,,
09/12/20,01:40:00,100.0,1,89.30,52.62,30.193,0.000,0.1939,4.263,,,,55.69,65.19,2.9,6.2,0,,,,,,,,,,,,,,,
09/12/20,01:45:00,100.0,1,89.40,52.52,30.190,0.000,0.1954,4.241,,,,55.56,65.15,2.5,5.4,0,,,,,,,,,,,,,,,
09/12/20,01:50:00,100.0,1,89.20,52.50,30.193,0.000,0.1939,4.256,,,,55.60,65.15,3.3,5.4,0,,,,,,,,,,,,,,,
09/12/20,01:55:00,100.0,1,89.30,52.57,30.193,0.000,0.1939,4.259,,,,55.65,65.10,2.9,5.4,0,,,,,,,,,,,,,,,
09/12/20,02:00:00,100.0,1,88.90,52.54,30.190,0.000,0.1954,4.259,,,,55.73,65.06,3.3,6.6,0,,,,,,,,,,,,,,,
09/12/20,02:05:00,100.0,1,88.70,52.48,30.190,0.000,0.1948,4.260,,,,55.73,65.06,2.9,7.5,0,,,,,,,,,,,,,,,
09/12/20,02:10:00,100.0,1,88.90,52.28,30.190,0.000,0.1939,4.260,,,,55.47,65.06,2.5,4.6,0,,,,,,,,,,,,,,,
09/12/20,02:15:00,100.0,1,89.50,52.12,30.193,0.000,0.1939,4.260,,,,55.13,65.02,2.1,3.3,0,,,,,,,,,,,,,,,
09/12/20,02:20:00,100.0,1,89.50,52.25,30.196,0.000,0.1945,4.260,,,,55.26,64.97,2.1,5.4,0,,,,,,,,,,,,,,,
09/12/20,02:25:00,100.0,1,89.40,52.05,30.196,0.000,0.1935,4.260,,,,55.08,64.97,0.8,2.9,0,,,,,,,,,,,,,,,
09/12/20,02:30:00,100.0,1,89.30,52.19,30.193,0.000,0.1948,4.262,,,,55.26,64.97,0.8,4.6,0,,,,,,,,,,,,,,,
09/12/20,02:35:00,100.0,1,89.10,51.96,30.193,0.000,0.1932,4.260,,,,55.08,64.93,2.1,4.2,0,,,,,,,,,,,,,,,
09/12/20,02:40:00,100.0,1,88.90,51.77,30.193,0.000,0.1945,4.260,,,,54.95,64.89,1.7,4.6,0,,,,,,,,,,,,,,,
09/12/20,02:45:00,100.0,1,88.60,51.85,30.193,0.000,0.1935,4.242,,,,55.13,64.89,2.5,4.2,0,,,,,,,,,,,,,,,
09/12/20,02:50:00,100.0,1,88.60,51.76,30.193,0.000,0.1935,4.256,,,,55.04,64.85,2.5,5.8,0,,,,,,,,,,,,,,,
09/12/20,02:55:00,100.0,1,88.70,51.70,30.193,0.000,0.1945,4.259,,,,54.95,64.85,2.9,5.8,0,,,,,,,,,,,,,,,
09/12/20,03:00:00,100.0,1,88.30,51.63,30.190,0.000,0.1945,4.259,,,,54.99,64.80,2.5,4.6,0,,,,,,,,,,,,,,,
09/12/20,03:05:00,100.0,1,88.20,51.51,30.190,0.000,0.1945,4.259,,,,54.91,64.80,2.1,3.7,0,,,,,,,,,,,,,,,
09/12/20,03:10:00,81.2,1,88.20,51.55,30.190,0.000,0.1932,4.259,,,,54.95,64.80,2.1,5.0,0,,,,,,,,,,,,,,,
09/12/20,03:15:00,77.6,1,87.90,51.33,30.190,0.000,0.1945,4.260,,,,54.82,64.76,2.5,4.6,0,,,,,,,,,,,,,,,
09/12/20,03:20:00,79.4,1,87.90,51.29,30.190,0.000,0.1945,4.260,,,,54.78,64.76,2.5,4.2,0,,,,,,,,,,,,,,,
09/12/20,03:25:00,82.4,1,88.00,51.10,30.193,0.000,0.1939,4.260,,,,54.56,64.72,1.7,4.2,0,,,,,,,,,,,,,,,
09/12/20,03:30:00,100.0,1,88.00,51.02,30.196,0.000,0.1926,4.260,,,,54.47,64.72,1.7,3.7,0,,,,,,,,,,,,,,,
09/12/20,03:35:00,98.2,1,88.60,51.03,30.190,0.000,0.1939,4.259,,,,54.30,64.67,1.7,5.0,0,,,,,,,,,,,,,,,
09/12/20,03:40:00,100.0,1,88.80,50.92,30.196,0.000,0.1939,4.260,,,,54.13,64.67,2.1,4.6,0,,,,,,,,,,,,,,,
09/12/20,03:45:00,94.1,1,88.80,51.18,30.193,0.000,0.1932,4.241,,,,54.39,64.63,2.9,5.4,0,,,,,,,,,,,,,,,
09/12/20,03:50:00,100.0,1,88.90,50.95,30.196,0.000,0.1926,4.254,,,,54.13,64.63,2.1,5.0,0,,,,,,,,,,,,,,,
09/12/20,03:55:00,100.0,1,89.40,50.76,30.193,0.000,0.1939,4.257,,,,53.78,64.63,1.7,3.7,0,,,,,,,,,,,,,,,
09/12/20,04:00:00,100.0,1,90.10,50.92,30.193,0.000,0.1939,4.259,,,,53.73,64.59,1.7,7.1,0,,,,,,,,,,,,,,,
09/12/20,04:05:00,100.0,1,89.80,50.88,30.193,0.000,0.1926,4.259,,,,53.78,64.55,2.1,4.6,0,,,,,,,,,,,,,,,
09/12/20,04:10:00,100.0,1,90.20,50.65,30.196,0.000,0.1935,4.259,,,,53.43,64.55,1.7,4.6,0,,,,,,,,,,,,,,,
09/12/20,04:15:00,100.0,1,90.30,50.68,30.199,0.000,0.1939,4.259,,,,53.43,64.55,2.1,5.4,0,,,,,,,,,,,,,,,
09/12/20,04:20:00,100.0,1,90.60,50.69,30.199,0.000,0.1939,4.259,,,,53.34,64.50,2.1,5.0,0,,,,,,,,,,,,,,,
09/12/20,04:25:00,100.0,1,90.30,50.73,30.199,0.000,0.1926,4.259,,,,53.47,64.50,2.9,6.2,0,,,,,,,,,,,,,,,
09/12/20,04:30:00,100.0,1,90.00,50.55,30.202,0.000,0.1935,4.259,,,,53.38,64.46,2.5,5.0,0,,,,,,,,,,,,,,,
09/12/20,04:35:00,100.0,1,90.00,50.59,30.202,0.000,0.1939,4.260,,,,53.43,64.46,2.5,5.8,0,,,,,,,,,,,,,,,
09/12/20,04:40:00,100.0,1,89.80,50.49,30.205,0.000,0.1939,4.260,,,,53.38,64.42,2.9,5.0,0,,,,,,,,,,,,,,,
09/12/20,04:45:00,100.0,1,89.80,50.49,30.202,0.000,0.1926,4.239,,,,53.38,64.42,2.9,8.3,0,,,,,,,,,,,,,,,
09/12/20,04:50:00,87.1,1,89.20,50.48,30.202,0.000,0.1935,4.253,,,,53.56,64.37,4.2,7.1,0,,,,,,,,,,,,,,,
09/12/20,04:55:00,100.0,1,89.10,50.36,30.202,0.000,0.1935,4.256,,,,53.47,64.37,3.7,6.6,0,,,,,,,,,,,,,,,
09/12/20,05:00:00,100.0,1,89.50,50.14,30.202,0.000,0.1923,4.257,,,,53.12,64.37,2.9,6.2,0,,,,,,,,,,,,,,,
09/12/20,05:05:00,100.0,1,89.80,50.10,30.202,0.000,0.1923,4.257,,,,52.99,64.33,2.9,5.8,0,,,,,,,,,,,,,,,
09/12/20,05:10:00,95.9,1,90.10,49.80,30.205,0.000,0.1935,4.259,,,,52.60,64.29,2.1,4.6,0,,,,,,,,,,,,,,,
09/12/20,05:15:00,100.0,1,90.40,49.80,30.205,0.000,0.1935,4.259,,,,52.51,64.29,2.5,5.0,0,,,,,,,,,,,,,,,
09/12/20,05:20:00,100.0,1,90.50,49.83,30.205,0.000,0.1923,4.259,,,,52.51,64.29,2.1,4.2,0,,,,,,,,,,,,,,,
09/12/20,05:25:00,100.0,1,90.60,49.91,30.205,0.000,0.1935,4.259,,,,52.55,64.25,2.9,5.8,0,,,,,,,,,,,,,,,
09/12/20,05:30:00,100.0,1,90.70,49.85,30.205,0.000,0.1935,4.259,,,,52.47,64.20,2.1,4.6,0,,,,,,,,,,,,,,,
09/12/20,05:35:00,100.0,1,90.80,49.92,30.202,0.000,0.1926,4.259,,,,52.51,64.20,2.5,5.4,0,,,,,,,,,,,,,,,
09/12/20,05:40:00,100.0,1,91.00,49.90,30.205,0.000,0.1923,4.259,,,,52.42,64.20,2.1,4.6,0,,,,,,,,,,,,,,,
09/12/20,05:45:00,100.0,1,91.10,49.84,30.205,0.000,0.1939,4.226,,,,52.33,64.16,2.1,5.0,0,,,,,,,,,,,,,,,
09/12/20,05:50:00,100.0,1,91.30,49.81,30.208,0.000,0.1935,4.247,,,,52.25,64.12,0.8,4.6,0,,,,,,,,,,,,,,,
09/12/20,05:55:00,100.0,1,91.70,49.80,30.208,0.000,0.1923,4.253,,,,52.12,64.12,1.7,3.7,0,,,,,,,,,,,,,,,
09/12/20,06:00:00,100.0,1,91.80,49.57,30.214,0.000,0.1932,4.254,,,,51.85,64.12,0.8,3.7,0,,,,,,,,,,,,,,,
09/12/20,06:05:00,100.0,1,92.20,49.55,30.217,0.000,0.1935,4.256,,,,51.72,64.07,0.8,4.2,0,,,,,,,,,,,,,,,
09/12/20,06:10:00,100.0,1,92.30,49.67,30.214,0.000,0.1935,4.256,,,,51.81,64.03,1.7,3.3,0,,,,,,,,,,,,,,,
09/12/20,06:15:00,100.0,1,92.10,49.74,30.214,0.000,0.1923,4.257,,,,51.94,64.03,2.1,4.6,0,,,,,,,,,,,,,,,
09/12/20,06:20:00,100.0,2,91.80,49.87,30.217,0.000,0.1939,4.257,,,,52.16,64.03,2.9,6.2,0,,,,,,,,,,,,,,,
09/12/20,06:25:00,100.0,3,91.40,49.75,30.217,0.000,0.1935,4.257,,,,52.16,63.99,2.5,5.8,0,,,,,,,,,,,,,,,
09/12/20,06:30:00,100.0,7,91.60,49.68,30.220,0.000,0.1923,4.259,,,,52.03,63.99,1.7,3.3,0,,,,,,,,,,,,,,,
09/12/20,06:35:00,100.0,8,91.70,49.62,30.220,0.000,0.1935,4.259,,,,51.94,63.95,1.7,5.0,0,,,,,,,,,,,,,,,
09/12/20,06:40:00,100.0,9,91.60,49.51,30.220,0.000,0.1935,4.260,,,,51.85,63.95,1.2,3.7,0,,,,,,,,,,,,,,,
09/12/20,06:45:00,100.0,18,91.80,49.48,30.222,0.000,0.1935,4.242,,,,51.76,63.95,0.8,2.5,0,,,,,,,,,,,,,,,
09/12/20,06:50:00,60.6,43,91.80,50.09,30.222,0.000,0.1923,4.257,,,,52.38,63.90,1.2,4.2,0,,,,,,,,,,,,,,,
09/12/20,06:55:00,29.4,58,90.90,50.60,30.222,0.000,0.1935,4.266,,,,53.17,63.90,1.2,4.6,0,,,,,,,,,,,,,,,
09/12/20,07:00:00,22.9,74,90.20,50.83,30.225,0.000,0.1939,4.274,,,,53.60,63.86,1.2,5.0,0,,,,,,,,,,,,,,,
09/12/20,07:05:00,19.4,82,89.50,51.13,30.225,0.000,0.1923,4.281,,,,54.13,63.86,1.2,3.7,0,,,,,,,,,,,,,,,
09/12/20,07:10:00,47.1,29,89.20,50.27,30.228,0.000,0.1926,4.287,,,,53.34,63.86,2.1,4.2,0,,,,,,,,,,,,,,,
09/12/20,07:15:00,20.6,27,89.70,50.93,30.231,0.000,0.1935,4.293,,,,53.86,63.82,1.7,4.2,0,,,,,,,,,,,,,,,
09/12/20,07:20:00,16.5,28,88.90,51.25,30.231,0.000,0.1923,4.299,,,,54.43,63.82,1.7,4.2,0,,,,,,,,,,,,,,,
09/12/20,07:25:00,12.9,34,88.10,51.99,30.234,0.000,0.1932,4.301,,,,55.43,63.78,1.7,4.6,0,,,,,,,,,,,,,,,
09/12/20,07:30:00,12.4,164,87.20,51.88,30.234,0.000,0.1932,4.299,,,,55.60,63.78,2.1,4.6,0,,,,,,,,,,,,,,,
09/12/20,07:35:00,11.2,133,86.60,52.25,30.234,0.000,0.1926,4.299,,,,56.17,63.78,1.7,4.2,0,,,,,,,,,,,,,,,
09/12/20,07:40:00,11.8,53,86.00,52.28,30.234,0.000,0.1923,4.302,,,,56.38,63.78,2.1,5.0,0,,,,,,,,,,,,,,,
09/12/20,07:45:00,11.2,29,85.60,52.40,30.237,0.000,0.1932,4.296,,,,56.64,63.73,2.5,5.8,0,,,,,,,,,,,,,,,
09/12/20,07:50:00,10.6,29,85.00,52.81,30.234,0.000,0.1923,4.304,,,,57.25,63.73,2.5,5.4,0,,,,,,,,,,,,,,,
09/12/20,07:55:00,10.0,233,83.90,52.96,30.234,0.000,0.1923,4.302,,,,57.76,63.73,2.1,3.3,0,,,,,,,,,,,,,,,
09/12/20,08:00:00,9.4,247,83.40,53.64,30.237,0.000,0.1935,4.301,,,,58.63,63.69,1.7,4.2,0,,,,,,,,,,,,,,,
09/12/20,08:05:00,8.8,261,81.70,53.58,30.234,0.000,0.1926,4.302,,,,59.14,63.69,1.2,3.3,0,,,,,,,,,,,,,,,
09/12/20,08:10:00,8.8,111,81.70,53.50,30.237,0.000,0.1917,4.305,,,,59.06,63.69,2.1,4.6,0,,,,,,,,,,,,,,,
09/12/20,08:15:00,8.2,288,80.80,53.53,30.237,0.000,0.1917,4.304,,,,59.40,63.69,1.7,4.2,0,,,,,,,,,,,,,,,
09/12/20,08:20:00,8.8,53,80.20,53.20,30.237,0.000,0.1926,4.304,,,,59.27,63.69,2.9,5.0,0,,,,,,,,,,,,,,,
09/12/20,08:25:00,8.2,33,79.70,53.95,30.234,0.000,0.1913,4.302,,,,60.22,63.65,2.1,4.6,0,,,,,,,,,,,,,,,
09/12/20,08:30:00,8.2,32,79.60,54.30,30.237,0.000,0.1917,4.299,,,,60.60,63.65,2.1,4.6,0,,,,,,,,,,,,,,,
09/12/20,08:35:00,8.2,32,79.20,54.20,30.240,0.000,0.1913,4.301,,,,60.65,63.65,2.1,4.6,0,,,,,,,,,,,,,,,
09/12/20,08:40:00,7.6,356,78.20,54.10,30.240,0.000,0.1908,4.305,,,,60.90,63.65,2.9,4.6,0,,,,,,,,,,,,,,,
09/12/20,08:45:00,7.6,33,77.90,55.25,30.240,0.000,0.1917,4.290,,,,62.19,63.65,1.2,4.6,0,,,,,,,,,,,,,,,
09/12/20,08:50:00,7.1,33,75.60,54.30,30.240,0.000,0.1908,4.310,,,,62.06,63.65,2.5,5.0,0,,,,,,,,,,,,,,,
09/12/20,08:55:00,6.5,34,74.80,54.01,30.240,0.000,0.1898,4.290,,,,62.06,63.65,2.5,5.4,0,,,,,,,,,,,,,,,
09/12/20,09:00:00,6.5,403,74.70,53.51,30.243,0.000,0.1895,4.310,,,,61.59,63.65,3.7,6.6,0,,,,,,,,,,,,,,,
09/12/20,09:05:00,7.1,418,75.20,54.77,30.240,0.000,0.1898,4.302,,,,62.70,63.65,2.9,5.8,0,,,,,,,,,,,,,,,
09/12/20,09:10:00,6.5,432,73.50,53.82,30.240,0.000,0.1904,4.310,,,,62.36,63.65,2.9,7.1,0,,,,,,,,,,,,,,,
09/12/20,09:15:00,5.9,444,73.70,53.97,30.240,0.000,0.1881,4.286,,,,62.45,63.65,4.2,7.5,0,,,,,,,,,,,,,,,
09/12/20,09:20:00,5.9,457,72.60,54.26,30.240,0.000,0.1885,4.323,,,,63.18,63.69,4.6,9.1,0,,,,,,,,,,,,,,,
09/12/20,09:25:00,4.7,469,69.50,54.09,30.240,0.000,0.1881,4.308,,,,64.25,63.69,5.0,9.1,0,,,,,,,,,,,,,,,
09/12/20,09:30:00,4.7,481,65.90,52.23,30.240,0.000,0.1872,4.302,,,,63.82,63.69,6.6,12.9,0,,,,,,,,,,,,,,,
09/12/20,09:35:00,4.7,492,66.30,52.97,30.240,0.000,0.1872,4.299,,,,64.42,63.69,6.6,11.2,0,,,,,,,,,,,,,,,
09/12/20,09:40:00,4.1,503,65.40,52.64,30.240,0.000,0.1881,4.307,,,,64.46,63.69,6.6,11.6,0,,,,,,,,,,,,,,,
09/12/20,09:45:00,3.5,514,64.80,51.90,30.240,0.000,0.1872,4.301,,,,63.95,63.73,7.5,12.9,0,,,,,,,,,,,,,,,
09/12/20,09:50:00,3.5,524,64.10,52.46,30.237,0.000,0.1862,4.314,,,,64.85,63.73,6.2,11.2,0,,,,,,,,,,,,,,,
09/12/20,09:55:00,3.5,537,63.20,52.40,30.240,0.000,0.1876,4.298,,,,65.19,63.78,5.8,11.2,0,,,,,,,,,,,,,,,
09/12/20,10:00:00,2.9,552,61.30,51.12,30.243,0.000,0.1872,4.325,,,,64.72,63.78,7.9,14.1,0,,,,,,,,,,,,,,,
09/12/20,10:05:00,2.9,553,61.70,50.94,30.246,0.000,0.1859,4.311,,,,64.33,63.78,7.9,11.2,0,,,,,,,,,,,,,,,
09/12/20,10:10:00,2.9,566,62.00,51.59,30.249,0.000,0.1853,4.305,,,,64.89,63.82,6.6,14.5,0,,,,,,,,,,,,,,,
09/12/20,10:15:00,2.9,582,61.30,50.76,30.252,0.000,0.1862,4.301,,,,64.33,63.86,8.3,13.7,0,,,,,,,,,,,,,,,
09/12/20,10:20:00,2.9,583,61.30,50.96,30.252,0.000,0.1843,4.305,,,,64.55,63.86,7.9,12.5,0,,,,,,,,,,,,,,,
09/12/20,10:25:00,2.9,596,61.60,52.39,30.255,0.000,0.1859,4.307,,,,65.92,63.86,5.8,12.5,0,,,,,,,,,,,,,,,
09/12/20,10:30:00,2.4,603,60.50,52.18,30.255,0.000,0.1843,4.302,,,,66.22,63.90,4.6,8.3,0,,,,,,,,,,,,,,,
09/12/20,10:35:00,2.4,633,59.10,50.42,30.249,0.000,0.1807,4.299,,,,65.02,63.95,7.9,15.4,0,,,,,,,,,,,,,,,
09/12/20,10:40:00,2.4,638,60.30,50.80,30.249,0.000,0.1820,4.311,,,,64.85,63.95,8.7,13.7,0,,,,,,,,,,,,,,,
09/12/20,10:45:00,2.4,639,59.50,50.56,30.246,0.000,0.1826,4.304,,,,64.97,63.99,7.1,14.9,0,,,,,,,,,,,,,,,
09/12/20,10:50:00,2.4,657,59.10,50.50,30.246,0.000,0.1836,4.299,,,,65.10,64.03,7.9,13.7,0,,,,,,,,,,,,,,,
09/12/20,10:55:00,1.8,164,59.30,49.59,30.249,0.000,0.1820,4.311,,,,64.03,64.03,8.3,14.5,0,,,,,,,,,,,,,,,
09/12/20,11:00:00,1.8,384,60.40,50.16,30.249,0.000,0.1826,4.302,,,,64.12,64.07,7.9,12.9,0,,,,,,,,,,,,,,,
09/12/20,11:05:00,1.8,457,59.40,50.40,30.246,0.000,0.1830,4.299,,,,64.85,64.07,7.9,14.5,0,,,,,,,,,,,,,,,
09/12/20,11:10:00,1.8,691,59.20,50.59,30.243,0.000,0.1820,4.316,,,,65.15,64.12,8.3,12.5,0,,,,,,,,,,,,,,,
09/12/20,11:15:00,1.8,701,58.60,51.52,30.240,0.000,0.1830,4.302,,,,66.43,64.16,5.4,11.6,0,,,,,,,,,,,,,,,
09/12/20,11:20:00,1.8,764,58.50,50.83,30.240,0.000,0.1826,4.319,,,,65.74,64.16,7.1,13.7,0,,,,,,,,,,,,,,,
09/12/20,11:25:00,1.8,394,59.00,51.70,30.243,0.000,0.1789,4.307,,,,66.43,64.20,5.4,10.4,0,,,,,,,,,,,,,,,
09/12/20,11:30:00,1.8,898,59.60,52.42,30.243,0.000,0.1820,4.304,,,,66.90,64.25,6.2,15.4,0,,,,,,,,,,,,,,,
09/12/20,11:35:00,2.4,949,59.00,52.91,30.240,0.000,0.1816,4.301,,,,67.71,64.29,6.6,14.5,0,,,,,,,,,,,,,,,
09/12/20,11:40:00,2.4,868,60.00,52.60,30.240,0.000,0.1813,4.299,,,,66.90,64.29,7.1,15.8,0,,,,,,,,,,,,,,,
09/12/20,11:45:00,1.8,831,58.70,52.53,30.237,0.000,0.1807,4.320,,,,67.46,64.33,5.8,10.0,0,,,,,,,,,,,,,,,
09/12/20,11:50:00,1.8,779,58.70,52.08,30.237,0.000,0.1789,4.307,,,,66.99,64.37,6.6,14.1,0,,,,,,,,,,,,,,,
09/12/20,11:55:00,1.8,779,58.90,52.10,30.240,0.000,0.1793,4.304,,,,66.90,64.37,6.6,14.9,0,,,,,,,,,,,,,,,
09/12/20,12:00:00,1.2,784,58.40,51.82,30.243,0.000,0.1797,4.301,,,,66.86,64.42,6.2,11.6,0,,,,,,,,,,,,,,,
09/12/20,12:05:00,0.6,732,58.50,50.75,30.234,0.000,0.1779,4.299,,,,65.66,64.46,9.1,17.0,0,,,,,,,,,,,,,,,
09/12/20,12:10:00,1.2,726,59.30,52.20,30.240,0.000,0.1789,4.316,,,,66.81,64.50,6.2,13.3,0,,,,,,,,,,,,,,,
09/12/20,12:15:00,0.6,722,58.00,50.68,30.240,0.000,0.1783,4.301,,,,65.83,64.55,7.1,14.1,0,,,,,,,,,,,,,,,
09/12/20,12:20:00,0.6,719,58.80,50.48,30.243,0.000,0.1765,4.310,,,,65.23,64.59,7.9,15.4,0,,,,,,,,,,,,,,,
